Industry_Type,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage,Continent
Construction,germany,2012,236.09,971.1,5.88,135.47,48.24,18.55,392.14,11646.69,65.89,31.54,13.28,-4.32,Europe
Energy,germany,2017,90.65,112.95,47.97,83.72,22.27,18.16,1413.6,10288.14,33.96,13.28,-5.71,2.11,Europe
Energy,germany,2007,27.55,529.99,60.86,187.03,4.51,14.52,1213.55,23814.55,33.72,58.37,-7.22,9.66,Europe
Mining,germany,2012,241.03,582.52,81.67,115.71,31.97,15.26,120.81,19282.44,80.33,76.76,0.92,0.54,Europe
Construction,germany,2001,198.95,979.16,78.81,162.14,12.51,11.67,1403.67,18234.7,26.59,80.17,8.71,0.47,Europe
Energy,germany,2011,249.38,107.66,95.39,68.25,37.21,14.8,826.05,10422.1,67.43,32.85,6.57,6.23,Europe
Manufacturing,germany,2004,195.74,248.73,25.21,142.32,1.19,4.84,1226.98,15079.52,84.52,52.45,-1.6,5.74,Europe
Construction,germany,2019,150.77,723.44,40.42,21.95,24.89,11.22,603.25,22362.87,28.85,42.01,13.85,3.19,Europe
Energy,germany,2017,212.6,210,28.99,68.97,49.32,11.29,493.22,16899.15,33.98,94.85,-6.15,-0.21,Europe
Manufacturing,germany,2003,121.51,284.05,67.61,84.17,47.62,16.4,546.69,15848.19,24.71,2.56,-2.37,-0.4,Europe
Mining,germany,2008,70.92,5.21,6.39,137.01,21.9,14.43,1194.6,801.75,36.65,75.85,1.49,0.49,Europe
Manufacturing,germany,2010,229.77,716.54,38.32,107.93,8.72,2.16,1451.08,15320.81,89.7,12.07,9.27,4.04,Europe
Construction,germany,2000,260.84,685.77,72.69,49.74,39.98,17.35,322.03,11977.12,52.68,85.9,2.15,4.21,Europe
Construction,germany,2001,28.53,508.21,10.38,164.23,22.33,8.3,917.51,17616.35,94.79,98.23,-9.97,4.23,Europe
Construction,germany,2000,147.75,758.39,59.51,119.78,9.68,8.58,983.91,9388.08,32.79,95.82,7.74,5.79,Europe
Mining,germany,2006,201.43,796.05,56.86,197.82,18.07,6.66,784.93,4749.33,50.02,94.56,5.28,-1.87,Europe
Construction,germany,2021,85.78,263.89,55.54,5.68,31.88,13.9,981.4,1444.21,65.24,62.14,-6.12,8.89,Europe
Manufacturing,germany,2008,27.75,570.65,70.45,36.48,42.18,14.41,1023.39,1949.74,83.72,67.1,-7.99,-1.59,Europe
Construction,germany,2016,253.36,392.27,57.71,115.39,0.77,10.23,760.11,19470.15,39.23,20.18,1.85,1.65,Europe
Construction,germany,2012,36.86,857.43,47.3,101.54,18.22,14.73,997.47,10326.42,24.48,58.42,-8.06,6.97,Europe
Mining,germany,2003,143.15,12.21,30.5,37.51,35.66,4.21,1414.61,16686.12,45.87,25.98,10.15,2.63,Europe
Energy,germany,2000,287.73,41.58,16.83,26.09,3.75,16.55,828.33,15209.71,94.88,37.18,-1.92,3.61,Europe
Construction,germany,2009,51.11,578.63,75.55,82.84,8.86,1.57,256.99,3762.76,66.01,58,7.82,9.96,Europe
Energy,germany,2011,285.61,204.66,70.27,151.29,9.46,15.65,865.15,8212.85,84.19,90.91,13.4,9.84,Europe
Construction,germany,2004,168.05,249.96,71.74,70.43,48.99,7.85,431.96,19010.62,68.54,97.93,-3.61,-4.92,Europe
Mining,germany,2018,190.76,599.15,63.29,47.32,49.27,4.74,1093.91,4629.97,96.75,73.35,5.3,1.09,Europe
Manufacturing,germany,2003,77.38,95.6,71.4,166.15,21.79,15.16,471.12,7759.79,74.13,35.02,0.1,4.17,Europe
Energy,germany,2002,225.21,210.36,6.7,163.03,48.74,2.43,1207.72,19969.57,79.79,48.62,-1.41,-3.42,Europe
Energy,germany,2018,265.42,181.52,88.28,28.36,16.22,5.68,192.3,19721.95,72.43,7.77,-9.31,0.57,Europe
Construction,germany,2021,107.81,613.7,18.04,11.28,15.32,2.68,396.48,9072.13,55.82,35.02,-0.55,1.9,Europe
Energy,germany,2009,287.52,963.07,8.39,165.49,23.96,19.69,1290.63,12280.4,40.51,50.13,1.09,1.56,Europe
Energy,germany,2006,35.93,994,2.27,63.85,30.79,10.43,107.36,2886.91,80.69,26.99,-3.38,8.85,Europe
Manufacturing,germany,2015,98.08,221.9,41.72,124.59,37.15,1.17,1158.32,22693.83,69.74,84.3,6.17,-0.67,Europe
Manufacturing,germany,2020,211.69,213.26,64.94,154.02,30.4,15.05,1077.45,9777.13,78.74,25.8,-1,1.12,Europe
Construction,germany,2012,130.6,554.67,59.35,79.63,48.08,11.04,470.47,15510.8,69.56,75.59,-2.85,-3.3,Europe
Mining,germany,2014,104.67,382.51,65.23,145.6,15.8,10.03,227.78,4347.33,40.76,72.12,6.52,-0.94,Europe
Manufacturing,germany,2011,4.67,525.61,38.74,134.37,10.22,6.73,266.31,4554.13,78.49,6.31,4.34,3.34,Europe
Manufacturing,germany,2003,173.91,719.49,7.94,64.66,12.93,17.91,559.66,10045.27,34.75,50.15,-0.37,-0.07,Europe
Energy,germany,2021,156.37,176.01,71.7,138.93,43.8,0.26,874.48,22567.25,35.39,22.29,-7.49,5.6,Europe
Energy,germany,2014,50.73,745.01,63.69,91.12,2.2,7.89,1381.48,5956.51,78.16,76.04,-2.28,4.09,Europe
Construction,germany,2017,284.02,962.14,83.39,128.14,45.84,18.15,162.27,12085.58,67.18,81.15,-8.52,9.87,Europe
Construction,germany,2001,72.9,38.74,96.06,22.15,20.88,18.92,472.27,560.18,56.44,88.16,8.31,0.9,Europe
Energy,germany,2005,216.22,887.61,78.36,15.6,26.24,3.59,1303.35,6868.44,73.56,89.77,1.96,5.59,Europe
Energy,germany,2003,38.24,627.51,31.4,162.79,25.2,1.74,1309.02,426.41,39.83,13.79,-8.8,7.12,Europe
Mining,germany,2022,279.51,253.97,20.76,68.19,32.71,11.11,602.25,3556.93,97.06,50.88,11.51,-2.63,Europe
Construction,germany,2019,231.61,210.94,38.49,16.26,40.79,14.46,770.54,24285.72,68.14,35.85,14.1,0.78,Europe
Manufacturing,germany,2014,101.25,504.25,47.43,47.62,45.85,16.41,110.53,19468.15,87.49,39.86,-8.05,0.66,Europe
Manufacturing,germany,2020,257.06,942.84,46.32,38.28,49.96,17.64,282.56,16596.79,31.81,29.99,-6.45,-0.45,Europe
Manufacturing,germany,2002,58.24,246.15,94.55,119.94,43.47,16.64,180.86,2047.1,91.31,46.22,14.36,7.89,Europe
Construction,germany,2013,95.38,187.2,48.74,106.64,40.42,0.68,509.02,22704.03,83.77,17.05,1.4,1.49,Europe
Energy,germany,2004,22.75,177.57,47.28,145.35,40.5,0.4,1301.86,11646.22,84.93,38.69,-8.41,-3.81,Europe
Energy,germany,2011,73.63,688.08,83.13,107.78,14.04,6.56,1040.97,24146.85,49.03,63.79,-1.67,-4.8,Europe
Manufacturing,germany,2007,83.57,459.33,97.14,109.43,15.6,4.17,1256.18,20889.48,27.63,29.18,-3,9.97,Europe
Construction,germany,2006,299.49,762.2,69.2,94.66,6.56,6.83,747.53,8317.72,73.54,36.33,-0.98,-2.33,Europe
Mining,germany,2003,180.29,570,81.63,95.75,27.35,14,936.93,16511.41,37.53,94.19,4.08,8.65,Europe
Energy,germany,2021,47.19,520.57,32.38,64.52,7.97,6.2,387.24,2683.87,26.05,13.71,0.5,5.61,Europe
Manufacturing,germany,2015,214.01,64.08,38.95,106.84,8.2,4.21,1190.59,17732.12,32.24,79.68,-7.49,8.65,Europe
Manufacturing,germany,2003,35.1,141.59,80.94,156.72,27.35,5.54,224.94,15251.84,94.17,37.44,5.41,2.36,Europe
Mining,germany,2015,221.39,926.88,4.84,171.31,42.43,17.56,151.59,8472.82,23.68,67.42,-3.34,1.58,Europe
Energy,germany,2003,44.71,880.42,80.2,45.17,34.74,11.61,1125.81,10420.55,64.11,83.46,-1.97,-4.24,Europe
Energy,germany,2015,190.48,120.87,12.57,175.92,27.65,9.76,432.15,157.72,50,71.77,-1.24,4.56,Europe
Manufacturing,germany,2006,17.5,154.79,40.88,173.73,10.26,17.44,258.92,11310.84,61.05,59.15,6.9,8.11,Europe
Construction,germany,2021,217.12,832.32,90.54,45.24,49.61,12.09,306.61,14343.84,57.5,42.44,3.91,-3.77,Europe
Construction,germany,2011,136.17,156,35.95,20.3,29.5,1.02,1397.96,1563.21,20.23,61.16,9.3,6.35,Europe
Mining,germany,2016,20.38,567.2,84.79,45.35,3.25,14.87,285.83,15787.9,48.9,5.56,0.11,-4.59,Europe
Energy,germany,2009,36.37,238.94,23.38,97.91,27.28,19.32,166.32,6764.71,37.23,80.48,-4.23,-4.12,Europe
Construction,germany,2020,88.9,278.85,42.44,126.36,39.14,14.69,350.28,20547.01,59.38,92.73,-2.75,2.08,Europe
Energy,germany,2010,143.54,579.53,83.29,154.56,46.04,3.64,412.71,13258.72,94.35,35.77,-3.13,1.85,Europe
Energy,germany,2015,109.06,956.16,78.07,62.94,31.29,9.22,988.95,22680.71,61.63,64.68,-4.22,1.02,Europe
Mining,germany,2018,175.2,748.57,77.9,145.38,3.56,7.39,300.82,3844.39,98.56,37.87,6.59,-3.36,Europe
Manufacturing,germany,2012,233.35,967.19,69.7,7.77,8.24,2.9,563.17,14112.66,51.46,56.37,2.83,4.31,Europe
Energy,germany,2015,115.64,927.47,31.24,106.27,3.89,14.66,1207.84,24378.69,61.19,34.91,12.76,5.02,Europe
Manufacturing,germany,2002,120.18,96.36,75.26,47.06,6.76,5.66,1239.83,5329.36,37.4,95.36,-2.21,4.2,Europe
Construction,germany,2012,296.03,845.84,79.76,103.25,6.53,19,1316,9319.27,37.37,38.18,-4.69,6.93,Europe
Manufacturing,germany,2019,288.86,164.4,32.93,59.56,12.89,5.31,391.43,2695.57,21.39,83.75,7.53,7.71,Europe
Manufacturing,germany,2004,210.14,55.89,93.1,92.88,19.24,3.28,1081.71,2557.55,51.17,75.93,12.66,0.86,Europe
Energy,germany,2022,116.87,754.46,36.61,110.63,24.31,15.19,719.63,1857.13,31.93,41.55,-9.44,8.91,Europe
Construction,germany,2022,73.67,740,39.11,16.76,43.7,8.31,876.21,24609.5,64.84,55.64,-7.31,-2.46,Europe
Mining,germany,2020,49.64,177.53,55.77,79.41,35.97,10.09,620.13,11756.76,36.07,68.02,4.24,5.56,Europe
Energy,germany,2015,119.45,752.72,88.78,27.43,47.19,15.11,1238.19,8980.36,65.32,32.34,-4.53,-2.36,Europe
Energy,germany,2001,277.27,285.8,40.21,196.3,28.54,17.92,642.56,8488.09,85.23,41.2,-1.71,7.78,Europe
Mining,germany,2015,252.9,184.06,93.94,94.55,27.36,12.35,241.05,4842.28,32.07,87.47,-9,2.72,Europe
Mining,germany,2009,249.02,553.68,51.18,92.14,15.51,16.76,1359.5,3401.66,80.1,11.02,-6.88,9.42,Europe
Manufacturing,germany,2009,117.96,706.36,19.56,134.22,41.79,12.83,1433.59,4937.29,85.4,3.89,-0.22,-4.86,Europe
Energy,germany,2010,132.68,798.7,33.19,38.84,16.74,13.89,91.69,11773.04,51.95,31.37,-6.28,5.45,Europe
Energy,germany,2014,200.89,343.05,42.93,81.41,2.28,2.37,225.09,24934.91,81.62,92.98,-1.88,-0.46,Europe
Energy,germany,2016,80.16,998.78,89.79,74.65,28.59,8.35,374.44,12410.72,61,80.86,6.65,5.13,Europe
Energy,germany,2006,166.52,500.85,94.72,105.36,42.5,9.91,730.62,18169.18,62.95,93.17,7.27,-0.84,Europe
Mining,germany,2017,283.58,312.74,38.52,41.13,18.14,6.2,348.63,6727.38,51.45,29.67,7.5,-0.34,Europe
Manufacturing,germany,2008,288.08,178.9,72.38,47.35,37.87,11.87,532.25,9542.7,88.52,54.59,-4.65,2.16,Europe
Energy,germany,2009,66.68,511,35.21,28.67,24.72,12.6,1425.68,16015.85,34.55,57.62,0.85,3.01,Europe
Energy,germany,2001,154.06,770.48,61.43,51.42,24.13,18.1,745.79,11822.57,89.12,55.68,8.95,-1.86,Europe
Manufacturing,germany,2021,154.87,197.11,84.55,43.66,34.72,17.71,74.8,9446.07,45.44,74.81,0.96,1.9,Europe
Mining,germany,2013,112.51,819.44,61.62,103.95,33.7,18.3,960.1,15559.71,28.39,7.56,8.11,-1.74,Europe
Energy,germany,2006,296.99,463.28,28.05,75.46,14.17,13.63,267.76,16574.11,71.18,56.88,2.97,2.74,Europe
Manufacturing,germany,2000,281.96,642.49,51.86,19.42,7.52,3.06,1466.23,1449.06,73.25,73.19,-2.01,-3.18,Europe
Construction,germany,2015,188.94,829.54,56.05,193.61,29.1,3.77,772.08,13531.58,73.07,16,0.27,0.01,Europe
Mining,germany,2012,196.5,432.02,77.17,122.78,4.16,17.73,1255.06,12375.15,41.49,78.57,14.94,0.13,Europe
Manufacturing,germany,2004,166.92,694.45,78.98,139.34,36.83,7.25,623.76,847.08,46.4,85.87,10.59,-3.97,Europe
Energy,germany,2020,269.82,814.31,27.07,135.2,29.87,18.93,284.16,6804.22,22.58,86.19,14.54,1.37,Europe
Construction,germany,2014,221.42,541.42,26.84,52.8,13.17,4.9,1182.66,11909.78,61.25,60.05,-5.86,2.08,Europe
Mining,germany,2002,176.98,427.91,49.9,165.46,8.11,16.52,1348.22,14884.01,76.81,42.16,8.82,9.84,Europe
Mining,germany,2005,185.6,645.62,30.37,22.46,31.96,12.25,163.02,15235.82,57.88,18.11,1.72,-2.46,Europe
Energy,germany,2011,186.31,402.98,98.01,24.79,9.24,15.16,1395.93,11081.61,58.33,57.34,-5.57,-2.93,Europe
Manufacturing,germany,2001,124.27,431.26,42.91,176.52,16.13,4.23,869.2,6087.01,31.31,74.93,1.48,2.65,Europe
Energy,germany,2021,247.24,154.25,70.53,30.35,41,2.6,277.6,10390.99,72.64,88.06,0.52,-2.16,Europe
Construction,germany,2017,267.97,4.23,15.14,164.27,33.28,16.52,449.3,1856.5,65.84,69.84,12.16,-4.08,Europe
Mining,germany,2005,31.29,946.88,66.15,112.52,28.41,11.97,242.15,7674.18,91.82,11.91,3.34,4.38,Europe
Construction,germany,2016,53.73,708.43,54.52,17.7,6.95,17.39,349.03,4558.05,85.34,66.56,-1.78,-0.99,Europe
Construction,germany,2001,157.05,35.69,48.23,91.93,5.58,1.88,186.31,4704.45,41.18,96.21,14.22,-2.99,Europe
Manufacturing,germany,2020,115.06,54.16,75.51,126.56,37.25,12.59,798.18,8738.69,41.62,43.42,-7.18,1.74,Europe
Mining,germany,2014,59.78,15.59,2.1,36.74,23.15,16.51,601.42,14686.87,26.99,61.17,1.34,3.65,Europe
Manufacturing,germany,2008,31.15,911.26,3.52,161.9,12.47,12.72,1046.42,24806.22,83.84,86.62,12.94,-2.16,Europe
Energy,germany,2003,158.63,470.83,67.73,11.43,5.68,6.33,421.07,15872.6,33.24,68.02,-2.06,4.59,Europe
Manufacturing,germany,2009,203.31,399.6,26.54,70.09,31.53,17.43,329.07,9098.26,95.05,23.68,-4.63,-3.03,Europe
Mining,germany,2021,285.1,300.77,94.98,191.49,15.23,17.48,1364.12,17453.89,22.71,17.6,8.65,-4.45,Europe
Energy,germany,2005,246.45,285.67,42.57,139.82,41.96,8.2,925.23,7490.36,53.52,61.24,13.26,0.26,Europe
Construction,germany,2005,48.06,481.27,76.95,144.55,2.88,10.91,1047.67,19689.83,38.8,65.21,7.08,0.14,Europe
Energy,germany,2003,79.69,749.89,88.37,178.1,7.16,13.61,1225.01,15958.15,30.78,8.52,-3.99,4.78,Europe
Mining,germany,2022,224.58,299.06,42.71,197.85,30.68,5.93,779.9,21387.52,42.03,19.46,-6.89,9.81,Europe
Mining,germany,2015,165.75,554.51,7.82,173.63,17.81,8.28,1308.5,5994.34,98.49,23.04,-4.43,-2,Europe
Construction,germany,2013,292.42,483.29,80.25,69.18,48.5,9.64,49.58,17223.41,36.89,91.44,8.57,0.54,Europe
Energy,germany,2001,236.77,182.13,99.52,159.83,8.53,15.36,916.42,6692.27,79.1,17.54,-0.95,9.11,Europe
Mining,germany,2012,78.77,230.24,94.36,93.71,28.83,4.94,63.44,15704.77,41.41,14.72,-1.17,5.48,Europe
Manufacturing,germany,2008,117.24,847.69,10.75,69.06,1.99,6.48,1104.64,15480.29,71.69,85.07,1.96,-0.67,Europe
Construction,germany,2005,216.12,119.74,66.11,65.12,41.59,9.21,60.85,4366.35,41,65.07,-5.99,6.69,Europe
Mining,germany,2006,238.93,908.54,34.88,148.71,41.63,3.09,351.74,8920.8,42.61,87.41,0.52,9.4,Europe
Manufacturing,germany,2012,47.78,649.71,34.85,69.27,48.57,13.9,1233.12,10616.93,30.08,22.75,-9.99,7.11,Europe
Mining,germany,2003,261.78,957.92,13.96,59.61,3.23,13.62,1014.9,14410.93,61.1,3,7.66,-4.04,Europe
Manufacturing,germany,2006,11.34,262.46,1.71,130.29,2.83,6.94,401.14,11332.29,22.1,73.73,1,2.86,Europe
Manufacturing,germany,2010,37.55,940.06,16.12,162,9.47,8.56,509.97,21896.02,62.72,43.62,-8.97,8.66,Europe
Manufacturing,germany,2002,102.66,884.86,25.93,167.3,2.64,18.12,635.74,14250.54,90.68,91.74,6.37,-1.85,Europe
Mining,germany,2019,222.27,914.64,99.79,103.69,11.7,15.31,898.77,14584.2,48.48,38,12.11,7.25,Europe
Energy,germany,2003,282.37,571.83,1.67,23.88,47.68,3.78,688.18,16016.1,77.62,26.6,-7.26,0.65,Europe
Mining,germany,2011,58.74,614.61,88.12,41.56,7.63,2.15,287.7,10485.69,79.61,90.34,13.68,6.84,Europe
Manufacturing,germany,2000,16.87,886.18,95.69,62.17,21.35,9.26,594.2,8842.7,95.42,82.93,9.82,8.21,Europe
Manufacturing,germany,2000,142.79,836.46,20.67,120.7,18.82,18.34,476.93,12402.33,58.02,70.55,-0.1,6.67,Europe
Mining,germany,2005,52.38,316.38,59.4,197.59,29.82,4.38,41.99,7265.48,27.74,59.31,10.96,5.16,Europe
Mining,germany,2013,149.26,582.36,80.78,90.81,2.13,17.41,1237.29,19382.51,65.34,45.58,6.63,-3.78,Europe
Energy,germany,2014,107.04,822.5,64.93,49.31,24.26,6.18,1280.82,21060.66,65.99,34.89,12.7,8.61,Europe
Mining,germany,2016,129.95,260.6,53.97,88.84,21.52,19.53,1360.93,9846.42,41.71,43.78,13.52,-1.55,Europe
Energy,germany,2013,271.08,816.73,88.6,43.04,39.46,5.73,966.98,23258.55,44.73,9.11,-0.54,-1.74,Europe
Manufacturing,germany,2009,120.58,281,62.06,41.87,9.29,14.71,438.3,24614.87,96.88,74.66,-2,-4.94,Europe
Manufacturing,germany,2015,111.42,150.98,15.59,184.18,25.32,8.54,1477.06,21282.34,81.21,70.74,-2.54,0.82,Europe
Energy,germany,2006,215.08,503.96,86.32,119.08,8.3,8.19,1197.77,2010.53,93.83,75.64,10.67,9.4,Europe
Mining,germany,2005,37.67,442.76,23.66,0.11,8.84,14.42,1183.23,21436.88,70.51,89.38,-5.78,1.64,Europe
Construction,germany,2018,205.96,725.4,66.63,102.42,37.33,9.02,1372.7,20621.47,21.57,0.48,9.44,0.35,Europe
Energy,germany,2007,108.33,596.87,87.73,41.86,25.39,15.63,976.89,24045.67,84.64,41.16,0.84,-4.44,Europe
Construction,germany,2013,5.6,248.45,28.21,138.52,37.85,13.29,1048.66,2306.01,87.42,30.33,9.95,1.18,Europe
Construction,germany,2009,170.35,272.01,78.39,164.07,8.67,13.53,166.34,6639.3,23.34,95.6,3.19,5.96,Europe
Construction,germany,2001,181.06,254.28,97.21,52.88,18.62,5.63,1463.3,11055.94,28.74,6.3,13.77,-4.22,Europe
Energy,germany,2001,65.31,275.19,57.14,95.22,42.08,11.29,776.83,19412.32,95.21,59.38,3.79,-4.78,Europe
Mining,germany,2016,38.55,367.46,80.39,34.32,0.55,19.37,241.48,16501.29,59.52,89.11,-6.25,5.57,Europe
Mining,germany,2008,31,117.53,99.23,47.16,27.72,4.38,1054.13,17673.22,82.38,80.83,-4.79,7.18,Europe
Energy,germany,2008,200.74,935.01,73.51,129.44,47.34,9.02,793.75,11708.7,32.16,25.82,2.12,2.83,Europe
Energy,germany,2000,137.27,549.02,62.84,120.59,27.36,3.81,279.83,4625.88,25.91,34.38,-1.33,6.56,Europe
Mining,germany,2020,193.37,474.46,12.36,71.5,13.1,0.96,792.64,5803.36,84.23,75.38,6.41,-3.87,Europe
Construction,germany,2014,246.57,715.85,29.44,170.29,38.95,1.88,1371.02,16073.07,92.95,53.3,-0.2,5.31,Europe
Manufacturing,germany,2010,46.54,683.31,34.21,167.67,5.07,8.56,502.03,7825.5,71.58,13.61,2.73,1.01,Europe
Manufacturing,germany,2009,258.35,501.24,35.64,170.91,12.94,9.76,181.1,8590.56,49.61,8.28,-4.87,-0.43,Europe
Mining,germany,2019,97.53,361.19,94.75,171.43,34.96,4.69,699.53,6679.47,45.81,69.25,-8.24,4.23,Europe
Manufacturing,germany,2011,102.26,280.88,42.22,34.3,41.66,14.9,1187.31,7167.74,21.31,47.64,-7.3,2.26,Europe
Mining,germany,2013,156.47,473.43,66.52,29.88,13.71,3.54,471.97,17456.76,44.13,60.51,5.18,7.56,Europe
Energy,germany,2003,11.91,605.79,77.79,53.21,22.08,17.62,1204.6,4518.52,66.89,13.8,9.84,-4.85,Europe
Manufacturing,germany,2000,274,596.32,39.09,21.24,39.81,19.24,317.96,5587.76,84.15,92.3,11.05,-0.33,Europe
Mining,germany,2015,166.4,582.14,89.11,3.02,28.08,18.38,65.42,14286.28,46.48,90.66,-8.13,3.17,Europe
Energy,germany,2003,296.87,537.69,82.12,175.68,18.23,13.24,1398.49,19109.64,25.61,63.48,7.58,-2.96,Europe
Mining,germany,2019,247.97,208.22,5.5,10.57,44.47,2.95,3.86,8432.36,69.24,9.93,-3.2,5.03,Europe
Energy,germany,2016,60.3,930.48,66.34,33.31,41.14,18.46,193.22,12418.48,45.88,15.58,-2.21,8.54,Europe
Construction,germany,2006,10.86,792.32,68.36,54.13,31.58,14.22,1234.18,6465.38,35.65,13.45,12.56,-3.26,Europe
Energy,germany,2010,35.7,934.55,89.71,132.98,15.1,3.55,1273.73,5599.94,90,62.69,2.37,-2.3,Europe
Energy,germany,2003,269.18,148.97,59.26,29.01,3.63,0.63,916.12,2158.86,21.36,24.93,3.63,-0.24,Europe
Mining,germany,2022,93.24,431.35,77.86,40.72,16.57,1.66,145.83,13667.16,78.02,50.24,3.33,6.56,Europe
Manufacturing,germany,2015,134.44,342.94,85.86,43.41,21.59,11.87,1036.12,1631.56,78.93,82.48,5.34,3.25,Europe
Mining,germany,2010,240.04,580.98,1.93,57.86,12.61,3.71,1417.39,22907.64,60.74,78.66,-2.98,1.59,Europe
Mining,germany,2006,55.64,380.16,47.46,45.01,42.61,4.01,1409.38,23786.04,33.74,53.73,4.52,-2.75,Europe
Manufacturing,germany,2015,110.12,19.52,23.06,94.79,25.19,4.05,620.91,18883.77,31.98,39.31,-9.2,0.75,Europe
Manufacturing,germany,2017,137.95,591.14,88.19,124.63,8.3,16.74,979.33,7972.75,31.65,9.95,12.71,-2.09,Europe
Mining,germany,2006,232.16,434.32,84.06,84.97,46.54,9.42,1219.98,14437.54,90.25,49.02,1.44,5.91,Europe
Energy,germany,2021,37.64,378.49,62.77,61.63,29.38,5.62,975.31,8887.82,83.19,99.09,14.99,-2.94,Europe
Construction,germany,2008,167.89,640.02,81.16,30.01,40.12,6.28,1099.89,24272.65,88.24,28.6,9.95,-1.92,Europe
Manufacturing,germany,2013,255.24,145.48,87.14,33.43,27.4,0.27,1066.58,6428.98,61.09,57.29,13.17,1.69,Europe
Construction,germany,2003,218.71,44.35,1.05,160.81,18.38,2.52,203.13,15351.85,30.13,43.21,5.2,6.95,Europe
Mining,germany,2006,187.47,883.14,7.9,159.28,28.97,12.33,534.93,9654.42,55.84,62.16,-6.47,8.35,Europe
Manufacturing,germany,2015,185.01,225.57,54.67,45.5,46.33,4.58,539.04,7100.24,72.86,40.63,-6.37,0.7,Europe
Energy,germany,2003,14.93,207.91,32.76,12.52,29.08,16.13,894.79,21753.97,88.92,46.77,0.75,7.25,Europe
Mining,germany,2020,264.8,773.2,86.08,184.75,13.78,10.35,323.06,2184.91,98.82,71.87,-1.98,-3.81,Europe
Construction,germany,2013,119.36,863.13,86.2,58.73,33.72,8.73,373.27,15174.15,62.8,69.47,-8.31,6.11,Europe
Mining,germany,2018,249.07,122.29,24.75,72.21,3.84,9.3,989.72,15076.7,54.09,78.36,3.06,-3.33,Europe
Mining,germany,2019,12.72,186.11,15.76,82.5,15.92,3.87,841.85,15193.14,29.34,16.93,-0.19,2.71,Europe
Construction,germany,2003,185.34,400,25.8,9.66,34.71,12.81,354.12,21207.01,41.73,57.32,3.86,3.57,Europe
Mining,germany,2007,105.95,850.24,85.17,49.91,42.9,8.88,702.59,5832.12,29.52,36.44,-8.74,3.17,Europe
Manufacturing,germany,2001,291.38,960.31,12.02,86.87,41.78,4.05,702.04,16678.03,76.93,13.42,-9.4,7.66,Europe
Manufacturing,germany,2001,109.73,77.56,39.14,93.96,10.64,10.9,182.93,22624.05,85.58,59.41,-6.55,0.82,Europe
Mining,germany,2016,69.48,967.66,92.17,83.22,28.11,16.43,313.89,3390.86,44.14,2.25,13.03,8.27,Europe
Mining,germany,2009,103.16,100.8,13.04,122.17,3.8,13.63,1023.97,9889.99,86.99,15.06,14.08,-0.5,Europe
Construction,germany,2010,211.07,815.46,48.99,102.11,28.3,17.79,794.05,20461.65,56.78,1.88,-3.79,-4.07,Europe
Manufacturing,germany,2016,83.57,939.8,3.24,61.69,4.67,12.38,1465.63,16655.81,38.58,79.43,10.17,5.54,Europe
Mining,germany,2018,165.7,397.53,45.89,26.51,23.61,19.48,1442.47,8686.21,75.02,66.36,8.02,7.75,Europe
Energy,germany,2016,144.21,953.04,25.91,176.96,14.2,0.42,59.77,13159.8,47.03,90.34,14.1,-0.12,Europe
Construction,germany,2018,31.01,182,29.68,25.17,45.12,17.26,56.54,9937.08,37.11,37.57,9.66,-1.04,Europe
Mining,germany,2018,193.71,883.9,39.53,15.56,24.26,6.07,452.94,19298.15,84.03,82.54,-1.98,-0.1,Europe
Mining,germany,2007,126.99,597.98,87.02,108.69,39.63,6.5,598.16,22320.5,62.42,8.41,-7.78,0.07,Europe
Energy,germany,2021,245.11,98.66,90.65,34.54,12.33,14.97,1165.59,4230.38,74.57,86.51,6.28,-2.02,Europe
Energy,germany,2019,191.62,337.13,94.02,51.78,24.74,10.89,315.4,4096.57,34.98,61.04,14.51,-2.17,Europe
Manufacturing,germany,2016,232.21,914.46,23.89,104.58,3.21,18.82,1404.81,6627.37,60.5,2.94,14.16,-4.11,Europe
Manufacturing,germany,2002,228.49,635.14,58.72,28.52,47.57,9.64,706.02,14473.22,45.14,19.01,1.41,3.17,Europe
Energy,germany,2018,191.23,577.44,31.75,73.97,39.98,19.04,855.49,18211.88,91.84,61.91,8.64,-0.86,Europe
Energy,germany,2021,291.45,260.18,88.98,141.78,47.36,13.26,1329.56,14924.98,37.02,55.03,8.82,4.6,Europe
Construction,germany,2003,49.99,256.59,12.72,196.22,12.85,5.12,1036.65,6773.74,48.38,78,-6.53,9.87,Europe
Manufacturing,germany,2004,70.21,478.51,55.61,97.53,39.29,14.91,403.69,4159.36,63.29,74.9,-5.93,-1.68,Europe
Energy,germany,2022,189.07,484.66,49.78,185.72,33.78,2.53,1047.29,24360.06,87.53,16.73,4.45,-4.72,Europe
Energy,germany,2004,125.26,135.59,44.36,191.3,34.35,12.56,1146.07,15744.64,29.31,1.39,-0.29,2,Europe
